idx,x,y,timestamp
5,2430,3252,2025-09-12T15:43:59
6,2124,2494,2025-09-12T15:43:59
7,2166,2543,2025-09-12T15:43:59
8,2224,2588,2025-09-12T15:43:59
9,2285,2620,2025-09-12T15:43:59
10,2436,2820,2025-09-12T15:43:59
11,2446,2891,2025-09-12T15:43:59
12,2453,2955,2025-09-12T15:43:59
13,2456,3023,2025-09-12T15:43:59
14,2459,3094,2025-09-12T15:43:59
15,2769,3294,2025-09-12T15:43:59
16,2717,2833,2025-09-12T15:43:59
17,2820,2842,2025-09-12T15:43:59
18,2823,2836,2025-09-12T15:43:59
19,3101,2604,2025-09-12T15:43:59
20,3094,2672,2025-09-12T15:43:59
21,2920,3029,2025-09-12T15:43:59
22,2968,3052,2025-09-12T15:43:59
23,2865,3000,2025-09-12T15:43:59
24,3355,2243,2025-09-12T15:43:59
25,3346,1933,2025-09-12T15:43:59
26,3291,1940,2025-09-12T15:43:59
27,3368,2140,2025-09-12T15:43:59
28,4439,1198,2025-09-12T15:43:59
29,4464,1418,2025-09-12T15:43:59
30,4416,1659,2025-09-12T15:43:59
31,4423,1766,2025-09-12T15:43:59
32,4490,1927,2025-09-12T15:43:59
33,4497,2101,2025-09-12T15:43:59
34,3326,1666,2025-09-12T15:43:59
35,3249,1676,2025-09-12T15:43:59
36,2104,3290,2025-09-12T15:43:59
37,2117,3329,2025-09-12T15:43:59
38,2008,3336,2025-09-12T15:43:59
39,2027,3377,2025-09-12T15:43:59
40,2962,3452,2025-09-12T15:43:59
41,2188,3377,2025-09-12T15:43:59
42,3236,3242,2025-09-12T15:43:59
43,3294,3203,2025-09-12T15:43:59
44,2230,2723,2025-09-12T15:43:59
45,2059,2894,2025-09-12T15:43:59
46,4010,2633,2025-09-12T15:43:59
47,4013,2691,2025-09-12T15:43:59
48,4141,2739,2025-09-12T15:43:59
49,4125,2594,2025-09-12T15:43:59
50,4323,2299,2025-09-12T15:43:59
51,4333,2457,2025-09-12T15:43:59
